Frequency,Query Word,Option A,Option B,Option C,Option D
'Not occuring', 'padArTavijYAnam', 'sidDapadArTavijYAnam', 'sAkArapadArTavijYAnam', 'sTUlapadArTavijYAnam', 'cetanAhIna'
'Not occuring', 'vartikaH', 'vartakaH', 'kAkavartakaH', 'vArtakaH', 'arBaH'
'Frequently Occuring', 'uzA', 'UzA', 'bARasutA', 'arjunI', 'kfcCram'
'Not occuring', 'udBidvidyA', 'ozaDividyA', 'vfkzalatAtfRAdividyA', 'vfkzAyurvedaH', 'nirGfRatvam'
'Rarely Occuring', 'BOtikatA', 'BOtikatvam', 'dehAtmavAdaH', 'lokAyatam', 'BadranAmA'
'Frequently Occuring', 'jYA', 'avagam', 'avabuD', 'ave', 'vArileSaH'
'Not occuring', 'sIriyAdeSaH', 'sIriyA', 'araba', 'gaRarAjyam', 'rukzatA'
'Not occuring', 'ijipta', 'araba', 'gaRarAjya', 'pauRqam', 'yaMtravidyA'
'Not occuring', 'katAraH', 'katAradeSaH', 'katAra', 'dvIpakalpaH', 'kuRqI'
'Not occuring', 'katArIyaH', 'katAradeSIyaH', 'katAra', 'vAsI', 'kuKyAtiH'
'Frequently Occuring', 'vetanam', 'vfttiH', 'BftiH', 'mUlyam', 'sapadi'
'Rarely Occuring', 'KaRqanam', 'vicCedaH', 'pariKaRqanam', 'Baqa़gaH', 'arUkzRa'
'Not occuring', 'mfgaSAvaH', 'mfgaSAvakaH', 'mfgapotaH', 'mfgaSiSuH', 'mahAnAdaH'
'Rarely Occuring', 'bakulaH', 'sinDupuzpaH', 'SAradikA', 'gUQapuzpakaH', 'girijam'
'Rarely Occuring', 'bARAsuraH', 'bARaH', 'vARAsuraH', 'vARaH', 'nirvAhaya'
'Not occuring', 'KaqgaDArI', 'KaqgagrAhI', 'saKaqgaH', 'KaqgABihataH', 'prASnikaH'
'Rarely Occuring', 'likzA', 'likzikA', 'diNka', 'rikzA', 'bukkaH'
'Frequently Occuring', 'hAsyam', 'hAsyaH', 'hAsaH', 'hasanam', 'saMvarDanam'
'Not occuring', 'sAmudrakaH', 'dEvaleKakaH', 'IkzaRIkaH', 'dEvajYaH', 'ajYAtA'
'Rarely Occuring', 'nAraka', 'Asura', 'nArakIya', 'pApalokya', 'anuSAsakaH'
'Not occuring', 'sukandaH', 'sukandakaH', 'kroqI', 'kroqakanyA', 'kleSApahaH'
'Rarely Occuring', 'lohitAluH', 'raktAluH', 'KaRqakAluH', 'KaRqakAlukaH', 'aTarva'
'Frequently Occuring', 'mAlA', 'latikA', 'daRqikA', 'hArAvalI', 'ArADaya'
'Not occuring', 'toNga', 'dama', 'Amram', 'blEka', 'fte'
'Not occuring', 'toNga', 'dama', 'AmraH', 'blEka', 'pAva'
'Rarely Occuring', 'jaॉna', 'qevisa', 'hEqena', 'AmraH', 'nASADIna'
'Not occuring', 'aSvaKuraH', 'aSvaSaPaH', 'KuraH', 'riNKaH', 'i'
'Not occuring', 'kAmabARaH', 'kAmaSaraH', 'premaSaraH', 'premabARaH', 'utpIna'
'Not occuring', 'bOrabAna', 'AmraH', 'spAqA', 'AmraH', 'unmuc'
'Not occuring', 'kenasiMgawana', 'prAiqa', 'Amram', 'bovena', 'sAgaragAminI'
'Not occuring', 'kenasiMgawana', 'prAiqa', 'AmraH', 'bovena', 'viSAlapatraH'
'Rarely Occuring', 'kfzRajIraH', 'kuYcikA', 'kuYjikA', 'kAravI', 'ratatAlI'
'Not occuring', 'ambupaH', 'uruRAkzaH', 'uruRAkzakaH', 'uruRAKyam', 'savarRa'
'Frequently Occuring', 'marIcam', 'mallajam', 'ullAGaHuzaRam', 'UzaRam', 'sf'
'Rarely Occuring', 'lavaNgaH', 'tIkzRapuzpA', 'nizpattraH', 'lakzmIpatiH', 'vyatikrAnta'
'Not occuring', 'jalakirAwaH', 'tantunAgaH', 'dfQadaSakaH', 'hANgyaraH', 'Sastra'
'Frequently Occuring', 'parihAraH', 'parANgamuKatA', 'parivarjakatvam', 'varjanam', 'harzaka'
'Frequently Occuring', 'saMDiH', 'granTiH', 'banDaH', 'banDanam', 'svArTaparatA'
'Not occuring', 'suGarAI', 'kAnhaqA', 'suGarAIkAnhaqA', 'rAgaH', 'pArakyaH'
'Not occuring', 'suGarAI', 'woqI', 'suGarAI', 'woqI', 'saMSayAlu'
'Not occuring', 'pratyAgamaya', 'pratigamaya', 'punar', 'Agamaya', 'nirjanatA'
'Rarely Occuring', 'vidDa', 'apavidDa', 'pratividDa', 'Cidra', 'grah'
'Frequently Occuring', 'jIvantI', 'jIvanI', 'jIvA', 'jIvanIyA', 'BAvAnugA'
'Not occuring', 'apasarjanam', 'upekzA', 'pratiniHsargaH', 'vihInatA', 'ikzuganDA'
'Not occuring', 'apasArita', 'apAkfta', 'apohita', 'nirudDa', 'vAsantaH'
'Rarely Occuring', 'apahartA', 'apahArI', 'apahartrI', 'apahAriRI', 'SAlA'
'Frequently Occuring', 'nASaya', 'viDvaMsaya', 'praDvaMsaya', 'kzi', 'suDAjIvI'
'Not occuring', 'upahAsAspada', 'upahAsya', 'hAsya', 'hAsyAspada', 'atimuktakaH'
'Not occuring', 'apahnuta', 'gUQa', 'antargata', 'gopita', 'avidyamAna'
'Not occuring', 'saSmaSru', 'SmaSruDara', 'SmaSruRa', 'SmaSruvat', 'kAruH'
'Not occuring', 'apAkaraRam', 'apAkarma', 'SoDaH', 'SoDanam', 'pARqulomaSaparRinI'
'Not occuring', 'apAkfta', 'apasArita', 'avakfzwa', 'mfjita', 'apa'
'Rarely Occuring', 'BArikaH', 'BAravAhI', 'BAravAhaH', 'BAravAhakaH', 'tUryam'
'Frequently Occuring', 'matsaraH', 'svArTabudDiH', 'mAtsaryaBAvaH', 'AtmamBaritvam', 'vAmahastaH'
'Frequently Occuring', 'dOrbalyam', 'SaktikzayaH', 'SaktinASaH', 'asAmarTyam', 'namra'
'Not occuring', 'kfSatA', 'kArSyam', 'kzAmatA', 'SarIraSozaRam', 'dIrGAsandI'
'Not occuring', 'indrapuzpA', 'indrapuzpI', 'indrapuzpikA', 'indupuzpikA', 'kzapA'
'Rarely Occuring', 'GAtaH', 'viSasanam', 'pramATaH', 'nizUdam', 'aDyApakaH'
'Rarely Occuring', 'bakAsuraH', 'vakAsuraH', 'bakaH', 'vakaH', 'udayaH'
'Rarely Occuring', 'hyaH', 'pUrvedyuH', 'gatadinam', 'gatadivasam', 'kzapaRI'
'Frequently Occuring', 'apfTak', 'apfTaka', 'aBinna', 'aBeda', 'SaMs'
'Rarely Occuring', 'napuMsakaH', 'hftapuMstvaH', 'apuMsaH', 'klIbaH', 'darpavAn'
'Not occuring', 'pitfGnaH', 'pitfGAtI', 'pitfGAtakaH', 'pitfhan', 'mahAvIraH'
'Not occuring', 'alOkika', 'amAnavIya', 'amAnuzika', 'amAnuza', 'rAjaparivAraH'
'Frequently Occuring', 'rajasvalA', 'ftumatI', 'puzpitA', 'ftumatI', 'pratida'
'Frequently Occuring', 'vanDyA', 'asUtikA', 'banDakI', 'markarA', 'uccakEH'
'Not occuring', 'pratikartf', 'pratihiMsakaH', 'vEraSoDakaH', 'yAtf', 'saraHkAkI'
'Frequently Occuring', 'pratiBA', 'sampratipattiH', 'sacetanatA', 'saMjYA', 'samanvita'
'Not occuring', 'aprahata', 'ahata', 'anaGa', 'apratihata', 'gatapitfka'
'Not occuring', 'kfSodarI', 'tanUdarI', 'alpamaDyamA', 'SAtodarI', 'vyaNgaH'
'Not occuring', 'kuSapuzpam', 'candrAspadA', 'kuliNgA', 'kulIravizARikA', 'mAyikaH'
'Not occuring', 'vivastraya', 'nirvastrIkf', 'ucCAdaya', 'avamuc', 'gfhaBUmi'
'Rarely Occuring', 'aparicitaH', 'anaByastaH', 'ajYAtaH', 'parapuruzaH', 'samaDI'
'Rarely Occuring', 'kuYjaH', 'nikuYjaH', 'nikuYjam', 'JAwaH', 'pUjaya'
'Frequently Occuring', 'aBizekaH', 'aBizavaH', 'avaBfTaH', 'avaBfTasnapanam', 'upASliz'
'Frequently Occuring', 'BfNgarAjaH', 'BaNgarajaH', 'mArkaraH', 'BfNgArakaH', 'antaH'
'Frequently Occuring', 'aprameya', 'aparimeya', 'amApya', 'aparimARa', 'yamaH'
'Not occuring', 'sinDuvAraH', 'indrasurasaH', 'indrARI', 'indrARikA', 'SAkAKyaH'
'Rarely Occuring', 'gokarRI', 'adrikarRI', 'supuzpA', 'nagakarRI', 'leKArhaH'
'Not occuring', 'anudyata', 'apravftta', 'ayatnavat', 'ayatnakArin', 'vastutaH'
'Not occuring', 'amarapuzpaH', 'amarapuzpakaH', 'ikzuganDA', 'ikzuraH', 'tapaH'
'Rarely Occuring', 'gokzuraH', 'gokzurakaH', 'kzuraH', 'kzurakaH', 'awanam'
'Not occuring', 'vyavahArAyogyaH', 'aprAptavayaskaH', 'ajAtavyavahAraH', 'aprAptayOvanaH', 'aDvagaH'
'Not occuring', 'sOrya', 'sUrya', 'sOrIya', 'savitriya', 'jAtiH'
'Not occuring', 'mUkatA', 'vAkstaMBaH', 'jAqyam', 'vAgrAhityam', 'piW'
'Rarely Occuring', 'vikalaH', 'vikalA', 'vikalANgI', 'vikalANginI', 'AhavaH'
'Rarely Occuring', 'ISopanizad', 'ISAvASya', 'upanizad', 'ISa', 'aKAtam'
'Rarely Occuring', 'mEtrAyaRI', 'upanizad', 'mEtrAyaRyupanizad', 'mEtrAyaRI', 'KaRqikaH'
'Frequently Occuring', 'sAraTiH', 'raTakuwumbaH', 'raTakuwumbikaH', 'raTakuwumbI', 'sa'
'Frequently Occuring', 'aBimAnI', 'garvitaH', 'avaliptaH', 'sagarvaH', 'kaRwaH'
'Frequently Occuring', 'raktikA', 'rakti', 'aruRA', 'indrASanaH', 'kaNkamuKam'
'Rarely Occuring', 'kAkiRI', 'kAkiRi', 'saMcAlI', 'BillaBUzaRA', 'kiMvadantI'
'Not occuring', 'kopalatA', 'arDacandrikA', 'analapraBA', 'kawaBI', 'SamaH'
'Rarely Occuring', 'parIkzakaH', 'parIkzakA', 'parIkzakam', 'anuyoktA', 'udDAni'
'Frequently Occuring', 'aTarva', 'Sira', 'upanizad', 'aTarva', 'tyajaH'
'Frequently Occuring', 'aTarva', 'SiKa', 'upanizad', 'aTarva', 'jYA'
'Rarely Occuring', 'bahuviDa', 'nAnAviDa', 'anekaviDa', 'viviDa', 'maDvAluvallI'
'Not occuring', 'leKAviDiH', 'citravidyA', 'varRanA', 'varRanam', 'rudrapatnI'
'Frequently Occuring', 'Suka', 'rahasya', 'upanizad', 'Suka', 'klIbatvam'
'Rarely Occuring', 'tejo', 'bindu', 'upanizad', 'tejo', 'Gana'
'Frequently Occuring', 'nAda', 'bindu', 'upanizad', 'nAda', 'nirlajja'
'Rarely Occuring', 'kEvartikA', 'suraNgA', 'latA', 'vallI', 'samIkzaRam'
'Not occuring', 'raYjita', 'aBiraYjita', 'pratiraYjita', 'rAgAnvita', 'sopAnaH'
'Rarely Occuring', 'tittirIPalam', 'rUkzA', 'vISoDanI', 'SIGrA', 'pittam'
'Rarely Occuring', 'paramahaMsa', 'parivrAjaka', 'upanizad', 'paramahaMsa', 'puruzapaSuH'
'Not occuring', 'prARAgni', 'hotra', 'upanizad', 'prARAgni', 'SAKAnagarakam'
'Frequently Occuring', 'gopAla', 'tapaRi', 'upanizad', 'gopAla', 'darviH'
'Frequently Occuring', 'kali', 'saRwAraRa', 'upanizad', 'kali', 'pAdAGAtaH'
'Rarely Occuring', 'muktikA', 'muktikopanizad', 'muktikA', 'upanizad', 'BUyaH'
'Frequently Occuring', 'SaNKapuzpI', 'SaNKAhvA', 'SaNKamAlini', 'SaNKanAmnI', 'Aram'
'Frequently Occuring', 'aparAjitaH', 'adrikarRI', 'aSvaKurI', 'kumArI', 'avinASI'
'Rarely Occuring', 'amlavetasaH', 'raktasAraH', 'rAjAmlaH', 'vIravetasaH', 'kEvartikA'
'Frequently Occuring', 'vaMSaH', 'ikzuyoniH', 'ikzuvAwikA', 'ikzuvAwI', 'tundaparimfjaH'
'Frequently Occuring', 'plavaH', 'gAtrasamplavaH', 'kAraRqaH', 'kAraRqavaH', 'aS'
'Rarely Occuring', 'madguH', 'matsyaveDanI', 'piculaH', 'pAnIyakAkikA', 'pracuram'
'Frequently Occuring', 'tApasaH', 'tAmarasaH', 'dIrGakaRWakaH', 'dIrGajaNGaH', 'nirvApaya'
'Rarely Occuring', 'sArasaH', 'gonardaH', 'gfhasArasaH', 'kAmivallaBaH', 'SaSANkaH'
'Not occuring', 'muzkaH', 'mocakaH', 'mokzakaH', 'jawAlaH', 'vimardaH'
'Frequently Occuring', 'yAcanA', 'atiyAcanam', 'BikzaRam', 'mArgaRam', 'AScaryam'
'Rarely Occuring', 'galagaRqaH', 'gaRqaH', 'gaRqiH', 'aDyarbudam', 'pItI'
'Not occuring', 'abADya', 'apratibanDa', 'avAraRIya', 'durDara', 'jaGanam'
'Not occuring', 'jalAQya', 'kacCa', 'palvalya', 'AnUpa', 'gOqeSvaraH'
'Not occuring', 'taNkaH', 'pAzARadArakaH', 'pAzARadAraRaH', 'SilAkuwwaH', 'vyAkulaya'
'Rarely Occuring', 'CalaH', 'Calam', 'vaYcanam', 'vaYcanA', 'veRiH'
'Not occuring', 'udvahanam', 'udvahanI', 'unnayanI', 'utTApanayantram', 'vaSIkaraRavidyA'
'Not occuring', 'SlakzRaSilA', 'tanuSilA', 'SlakzRaSilAPalakaH', 'SlewsaMjYakaH', 'yavanaH'
'Frequently Occuring', 'jYAnI', 'yogI', 'tatvadarSI', 'antaHprajYaH', 'sAmagryam'
'Frequently Occuring', 'rakta', 'rAgamaya', 'raktavarRaka', 'raktavarRa', 'pAdavikzepaH'
'Not occuring', 'aboDagamya', 'aboDanIya', 'atarkya', 'acintya', 'nIrasIBU'
'Not occuring', 'avyaktavAdI', 'aspazwavAdI', 'sKalatsadadavAdI', 'sKalitasvaraH', 'vyaDanam'
'Not occuring', 'abjaH', 'niculaH', 'ijjalaH', 'hijjaH', 'naBacara'
'Rarely Occuring', 'sTagita', 'asantata', 'udbadDa', 'pariBagna', 'vaNkilaH'
'Not occuring', 'durAsada', 'durDarza', 'durADarza', 'sUnA', 'vah'
'Not occuring', 'kaWina', 'klizwa', 'sUkzma', 'agamya', 'KAdyam'
'Frequently Occuring', 'nizeDaH', 'nizidDiH', 'aparoDaH', 'praticodanA', 'udvahanam'
'Frequently Occuring', 'pramAdaH', 'sKalanam', 'viBramaH', 'BrAntam', 'vfzwikAlaH'
'Not occuring', 'samudriya', 'samudraja', 'sAmudra', 'sAgara', 'nirBaya'
'Frequently Occuring', 'dvArakA', 'abDinagarI', 'dvAravatI', 'dvArakAnagarI', 'niDanam'
'Not occuring', 'Ardranayana', 'udaSru', 'udasra', 'upaplutekzaRa', 'yaTArTa'
'Not occuring', 'avasaravAditA', 'svArTaparatA', 'svArTaH', 'Atmahitam', 'niyogI'
'Not occuring', 'prasarA', 'prasAriRI', 'prasAraRI', 'prabalA', 'adButam'
'Rarely Occuring', 'KalatA', 'cAMqAlatA', 'aDamatA', 'durvfttatA', 'ayaskAntaH'
'Not occuring', 'sandaSaH', 'sandaSakaH', 'sandaSakA', 'kaNkamuKam', 'vid'
'Rarely Occuring', 'rAjamAzaH', 'nIlamAzaH', 'nfpamAzaH', 'nfpocitaH', 'lakucaH'
'Not occuring', 'apakarma', 'viBramaH', 'ugratA', 'ugratvam', 'vinA'
'Rarely Occuring', 'sOvarRa', 'hEma', 'kAYcana', 'kAnaka', 'aSram'
'Frequently Occuring', 'SaSvat', 'cirakAlika', 'nitya', 'sanAtana', 'tundam'
'Frequently Occuring', 'SyenaH', 'patrI', 'SaSAdaH', 'SaSAdanaH', 'vicCedaH'
'Rarely Occuring', 'amaratA', 'anaSvaratA', 'AnaMtyam', 'nityatA', 'kandasAram'
'Rarely Occuring', 'nirApad', 'nirupadrava', 'nizkaRwaka', 'nirAmaya', 'SAKAnagaram'
'Rarely Occuring', 'atyUhaH', 'kAkamadguH', 'kAlakaRWakaH', 'kAlakaRwakaH', 'balahInatA'
'Rarely Occuring', 'pariSramI', 'udyamI', 'SramI', 'udyogaSAlI', 'kuzWarogaH'
'Not occuring', 'SukaPalaH', 'vikzIraH', 'rAjArkaH', 'sUryalatA', 'cakraH'
'Rarely Occuring', 'aviBAjya', 'avicCedya', 'aviBedya', 'aBedya', 'aBrama'
'Not occuring', 'utKAta', 'KAta', 'protKAta', 'mUlotKAta', 'IrmmaH'
'Not occuring', 'SARaH', 'SARI', 'SAnaH', 'SARASma', 'rakzita'
'Not occuring', 'nirDana', 'kzudra', 'kzullaka', 'dIna', 'vyApAraH;'
'Rarely Occuring', 'racaya', 'viracaya', 'upanibanD', 'graT', 'prAsa'
'Rarely Occuring', 'samIcIna', 'yaTArTa', 'yogya', 'samucita', 'udvigna'
'Rarely Occuring', 'siYcanam', 'nizecanam', 'saMsekaH', 'AsekaH', 'bAhulyam'
'Frequently Occuring', 'hatyA', 'vaDaH', 'GAtaH', 'sUdanaM', 'tarI'
'Not occuring', 'atyAcArI', 'anAcArI', 'AtatAyI', 'pIqakaH', 'raktADAraH'
'Not occuring', 'tittiraH', 'cakoraH', 'kfkaRaH', 'wiwwiBaH', 'SoDanIya'
'Rarely Occuring', 'kulInatA', 'aBijAtatA', 'aBijAtyam', 'sujAtatA', 'lokottaratA'
'Frequently Occuring', 'sKalitam', 'prakampaH', 'BramaRam', 'parisKalitam', 'nO'
'Rarely Occuring', 'aBijYA', 'smftiH', 'aBijYAnam', 'smftam', 'paripaRam'
'Rarely Occuring', 'paricita', 'aBijYAta', 'vijYAta', 'avagata', 'praticodanA'
'Rarely Occuring', 'AkAraRam', 'samAhvAnam', 'upahUtiH', 'AmantraRam', 'avidyamAna'
'Rarely Occuring', 'nAgaraH', 'nAgarikaH', 'pOraH', 'pOrajanaH', 'upakArakatA'
'Rarely Occuring', 'grAmikaH', 'grAmin', 'grAmavAsin', 'grAmIRaH', 'agnijvAlA'
'Rarely Occuring', 'ullaNGita', 'laNGita', 'vyutkrAnta', 'atipatita', 'KurI'
'Not occuring', 'pralI', 'vilI', 'lup', 'apanilI', 'padapAtaH'
'Not occuring', 'SvAsanalikA', 'kaRWapraRAlI', 'SvAsamArgaH', 'prARamArgaH', 'mADavadrumaH'
'Not occuring', 'asaMyata', 'ucCfNKala', 'nirADAna', 'niraNkuSa', 'avakfz'
'Rarely Occuring', 'SiTila', 'viprakIrRa', 'Asrasta', 'virala', 'OrvaSIyaH'
'Rarely Occuring', 'SiTila', 'virala', 'utsUtra', 'viSlaTa', 'Ahf'
'Not occuring', 'pramatta', 'surAmatta', 'unmatta', 'madodData', 'nyas'
'Rarely Occuring', 'nAgakesaraH', 'nAgakeSaraH', 'nAgakeSasara', 'nAgakiYjalkam', 'alOkika'
'Rarely Occuring', 'sitapuzpaH', 'SaratpuzpaH', 'supuzpaH', 'barhiRam', 'muc'
'Not occuring', 'nadIkUlam', 'tawam', 'nawaH', 'kUlam', 'satyam'
'Not occuring', 'kanizWa', 'kanIyas', 'anuja', 'avaraja', 'siMhapuc'
'Not occuring', 'svadeSaSatruH', 'svadeSaGAtakaH', 'rAjadrohin', 'viSvAsaGAtakaH', 'BUdAraH'
'Rarely Occuring', 'cUzaRam', 'cozaRam', 'AcUzaRam', 'SozaRam', 'somavalkaH'
'Not occuring', 'krIta', 'parikrIta', 'AkrIta', 'krayakrIta', 'samam'
'Frequently Occuring', 'dagDa', 'saMdagDa', 'sandagDa', 'pluzwa', 'laYjaH'
'Frequently Occuring', 'rakta', 'saNkrAmaRam', 'ruDira', 'saNkrAmaRam', 'BogaH'
'Rarely Occuring', 'dehAntaraprAptiH', 'saMsftiH', 'sftiH', 'punarBavaH', 'pragalBatA'
'Not occuring', 'bAlagItam', 'bAlagAnam', 'bAlagItiH', 'SiSugItam', 'samantaH'
'Not occuring', 'viroDakaH', 'viroDI', 'vimataH', 'BinnamatiH', 'luw'
'Not occuring', 'niHsAra', 'asAra', 'arasa', 'nIrasa', 'stutya'
'Rarely Occuring', 'asAra', 'anarTa', 'anarTaka', 'nirarTaka', 'ravikiraRaH'
'Frequently Occuring', 'dAhaH', 'dahanam', 'jvalanam', 'plozaH', 'vyaMj'
'Not occuring', 'ataHparam', 'ataH', 'ata', 'UrDvam', 'aNkuraya'
'Frequently Occuring', 'druta', 'drutagAmin', 'tvarita', 'saMtvarita', 'nirvyADi'
'Not occuring', 'tvarita', 'Atyayika', 'satvara', 'sadyaska', 'tariH'
'Rarely Occuring', 'reKAcitram', 'varRanA', 'parileKaH', 'upavarRanam', 'viBUzaRam'
'Not occuring', 'rukzatA', 'rukzatvam', 'rOkzyam', 'pAruzyam', 'aDi'
'Rarely Occuring', 'kArkaSyam', 'rUkzatA', 'pAruzyam', 'kAWinyam', 'vaYcakaH'
'Rarely Occuring', 'tozaRam', 'tfptiH', 'santozaH', 'tozaH', 'asImita'
'Not occuring', 'santozaya', 'tozaya', 'saMtozaya', 'paritozaya', 'kuharam'
'Rarely Occuring', 'unmattA', 'vAtulA', 'hatabudDiH', 'nazwabudDiH', 'aSmasAraH'
'Rarely Occuring', 'aBiyukta', 'aBiSasta', 'aBiSastaka', 'aByAKyAta', 'AkarRanam'
'Rarely Occuring', 'aBiyuktaH', 'AropI', 'aBiSastaH', 'aBiSastakaH', 'nirDU'
'Not occuring', 'AtAyI', 'pAjikaH', 'prAjikaH', 'tarasvI', 'suvicAraH'
'Rarely Occuring', 'kfzRaparRI', 'kfzRamallikA', 'kAlamallikA', 'mAlUkaH', 'mahAkAvyam'
'Rarely Occuring', 'KaYjatA', 'paNgutA', 'kuRitvam', 'paNgulam', 'ambaram'
'Not occuring', 'vikalANgatA', 'vikalatA', 'CinnANgatA', 'hInANgatA', 'fturAjaH'
'Rarely Occuring', 'vyaNgyacitram', 'citritapawaH', 'vicitramAleKyam', 'citrakaTA', 'dvIpakalpaH'
'Rarely Occuring', 'alakA', 'alakapraBA', 'vasusArA', 'vasusTalI', 'vipAkaH'
'Not occuring', 'veRikA', 'veRI', 'veRiH', 'kabarI', 'piCilA'
'Not occuring', 'BAzAkovidaH', 'SAbdikaH', 'SabdavyutpannaH', 'BAzApravIRaH', 'bAlyAvasTA'
'Not occuring', 'BftyatA', 'Bftyatvam', 'dAsyam', 'BftyABAvaH', 'ASyE'
'Frequently Occuring', 'sara', 'AijAkanyUwanavaryaH', 'sara', 'AijAkanyUwanamahodayaH', 'kzodaH'
'Rarely Occuring', 'gaRitaSAstrajYaH', 'gaRitavidyAjYaH', 'gaRitaSAstravid', 'gaRitajYaH', 'pratiSaNk'
'Rarely Occuring', 'rAmAnujam', 'cidAmbaram', 'padmanABam', 'rAmAnujam', 'madAQya'
'Not occuring', 'Ayas', 'udyacC', 'anuyat', 'prayat', 'umA'
'Not occuring', 'dohadavatI', 'SradDAluH', 'dohadAnvitA', 'dOrhfdinI', 'udyojaya'
'Rarely Occuring', 'SakaH', 'Saka', 'saMvatsaraH', 'Saka', 'BUmikana'
'Not occuring', 'vAstava', 'satya', 'yaTArTa', 'avyAhata', 'prA'
'Frequently Occuring', 'kAlikA', 'kAlimA', 'kfzRatA', 'kfzRatvam', 'avasTA'
'Not occuring', 'solomana', 'dvIpasamUhaH', 'dakziRasolomana', 'dvIpasamUhaH', 'nizpanna'
'Not occuring', 'solomana', 'dvIpasamUhaH', 'uttarasolomana', 'dvIpasamUhaH', 'caritravatI'
'Not occuring', 'leninamahodayaH', 'vlAdimIra', 'ilica', 'ulyAnAPamahodayaH', 'pAkaSAlA'
'Not occuring', 'nirleKanam', 'kzRUH', 'aBriH', 'kuddAlaH', 'vaYcaka'
'Not occuring', 'sAkzepa', 'avakzepaka', 'anarman', 'sopahAsa', 'pAradaH'
'Not occuring', 'Penala', 'Penila', 'saPena', 'Penavat', 'muKaromam'
'Not occuring', 'kulaMDara', 'kulanandana', 'kulavarDana', 'kulapAlin', 'AsurI'
'Not occuring', 'kulaDaraH', 'kulaDArakaH', 'kuladIpaH', 'kulatilakaH', 'vfzwikAlaH'
'Rarely Occuring', 'upanagaram', 'upaniveSaH', 'upapuram', 'aBizyandiramaRam', 'na'
'Not occuring', 'viSvAsaGAtin', 'viSvAsaGAtakaH', 'vaMcakaH', 'piSunaH', 'dvArakApurI'
'Not occuring', 'dvyAtmaka', 'dviviDa', 'saSleza', 'dvisvaBAva', 'GoradarSanaH'
'Not occuring', 'nApitaSAlA', 'nApitagfham', 'BARqiSAlA', 'KarakuwI', 'nirRI'
'Rarely Occuring', 'sarvajYatA', 'sarvajYatvam', 'sarvajYAtftvam', 'sarvavijYAninitA', 'qiNgara'
'Not occuring', 'viSvagata', 'vESvAnara', 'sarvaga', 'sarvasaMsTa', 'und'
'Not occuring', 'viButvam', 'vyAptiH', 'sarvagatatvam', 'sarvasAmpratam', 'ukTam'
'Not occuring', 'vizamaya', 'vizada', 'vizajuzwa', 'vizavat', 'Svetapadmam'
'Not occuring', 'saMkzepaRam', 'saMkzepaH', 'pratihrAsaH', 'pulAkaH', 'yukta'
'Not occuring', 'tapasvat', 'tapovat', 'prayatamAnasa', 'tapasvin', 'grAsaH'
'Rarely Occuring', 'alindaH', 'vitardikA', 'vitardiH', 'tamaNgaH', 'BogaH'
'Rarely Occuring', 'alindaH', 'vitardiH', 'vitardikA', 'tamaNga', 'palaNkawa'
'Not occuring', 'gavAkzajAlam', 'jAlakam', 'jAlam', 'pracCannam', 'sfj'
'Not occuring', 'gavAkzajAlam', 'jAlam', 'pracCannam', 'jAlakam', 'DavalapakzaH'
'Not occuring', 'aSizwa', 'avinIta', 'ayukta', 'ayogya', 'SrIPalam'
'Rarely Occuring', 'praSasta', 'SoBanIya', 'sammAnakara', 'yukta', 'malavisargaH'
'Rarely Occuring', 'saMkzepaH', 'samAsaH', 'lAGavam', 'saMhAtaH', 'KalevAlI'
'Frequently Occuring', 'karaRIya', 'kftya', 'kalpa', 'sADya', 'ABAsaya'
'Frequently Occuring', 'leKikA', 'leKakaH', 'granTakartA', 'granTakartrI', 'BAgaH'
'Not occuring', 'tvazwiH', 'sUtrakarma', 'saMGAwaH', 'kAzWatakzaRam', 'CagalakaH'
'Rarely Occuring', 'vayanam', 'syUtiH', 'veRiH', 'tasarikA', 'vivf'
'Rarely Occuring', 'uparitana', 'UrDvaja', 'udac', 'UrDvam', 'SlAG'
'Rarely Occuring', 'aDastana', 'aDara', 'sannatara', 'nihInatara', 'avaDiH'
'Rarely Occuring', 'svABAvikatA', 'sahajatA', 'nEsargikatA', 'akftrimatA', 'DAnuzkaH'
'Not occuring', 'dEvaparaH', 'dEvaparA', 'dEvAyattaH', 'dEvAyattA', 'nidfS'
'Not occuring', 'niyativAdI', 'dEvavAdI', 'dEvaparaH', 'dEvAyattaH', 'DU'
'Rarely Occuring', 'supeSa', 'tanu', 'kfSa', 'sutanu', 'fRIkaH'
'Rarely Occuring', 'DanAQyatA', 'saSrIkatA', 'saDanatA', 'sPItatA', 'sadAPalaH'
'Not occuring', 'nIlamaRqalaH', 'nIlacarmA', 'nIlavarRaH', 'pavanombujaH', 'ulvaRam'
'Frequently Occuring', 'kArAvAsaH', 'kArAniroDaH', 'kArAbaMDanaMm', 'niroDaH', 'sik'
'Rarely Occuring', 'yogaSAstram', 'yogadarSanam', 'yogaH', 'yogAnuSAsanam', 'jambudvipaH'
'Rarely Occuring', 'jawAmAMsI', 'tapasvinI', 'jawA', 'mAMsI', 'aBiSaMsanam'
'Rarely Occuring', 'kiNkiRI', 'kzudraGaRwikA', 'kaNkaRI', 'kiNkiRikA', 'ApIqaya'
'Frequently Occuring', 'prAdurBAvaH', 'vegaH', 'udBedaH', 'AsPowaH', 'SyAmA'
