Frequency,Query Word,Option A,Option B,Option C,Option D
'Rarely Occuring', 'nirApad', 'niHSaNka', 'apekz', 'vfD', 'aw'
'Rarely Occuring', 'atyUhaH', 'kAkamadguH', 'antarlIna', 'udyA', 'ABIlam'
'Rarely Occuring', 'BekaH', 'praBekaH', 'ravikAntaH', 'vidagDatA', 'jalanirgama'
'Rarely Occuring', 'kzAlanayantram', 'DAvitram', 'paribfMh', 'paripuz', 'janmadA'
'Rarely Occuring', 'rAjasvarRaH', 'BrAntaH', 'anukartA', 'aDvaga', 'arTI'
'Rarely Occuring', 'pariSramI', 'udyamI', 'apamUrDaSarIram', 'BAvAtmaka', 'kUhA'
'Not occuring', 'SukaPalaH', 'vikzIraH', 'PenilaH', 'cAndrI', 'pfTakkf'
'Rarely Occuring', 'aviBAjya', 'avicCedya', 'saMyujya', 'Kara', 'vaRwAlaH'
'Not occuring', 'skvASa', 'krIqA', 'visfj', 'dArucitiH', 'agniBUH'
' Frequently Occuring', 'aNkam', 'cihnam', 'paTa', 'ganDavikrayI', 'trElokyavijayA'
'Not occuring', 'gfhakaH', 'kuwI', 'ACanna', 'sarvaSaktimat', 'anuBU'
'Not occuring', 'utKAta', 'KAta', 'vismi', 'virUpacakzus', 'vizajihvaH'
'Not occuring', 'ayoGanaH', 'mudgaraH', 'gaRapati', 'Akramita', 'Atmatfpta'
'Not occuring', 'SARaH', 'SARI', 'hasitam', 'talam', 'uttamA'
'Not occuring', 'nirDana', 'kzudra', 'saMSayakara', 'alAbuH', 'SaNKaH'
'Not occuring', 'aBAvanA', 'acEtanyam', 'kAryakOSalam', 'kanDiH', 'kf'
'Not occuring', 'aBAvanIya', 'acintanIya', 'sfRikA', 'prayuj', 'janasevA'
'Rarely Occuring', 'pratiniDitvam', 'vyapadeSaH', 'paWakaH', 'irAkavAsI', 'marudvfdDA'
'Rarely Occuring', 'SalAkA', 'dantaDAvanam', 'i', 'jEva', 'jAlamAlA'
'Rarely Occuring', 'racaya', 'viracaya', 'saMtozaya', 'ci', 'aBeda'
'Not occuring', 'aBiyAyin', 'aBiprayAyin', 'sAraH', 'kozAgAram', 'grah'
' Frequently Occuring', 'sinDuH', 'sinDurAgaH', 'dInaH', 'saMvarDita', 'ulyAnAPamahodayaH'
' Frequently Occuring', 'sinDuH', 'sinDunadI', 'EcCika', 'kzAmatA', 'asmftiH'
'Rarely Occuring', 'samIcIna', 'yaTArTa', 'DarmanizWA', 'BftyaH', 'ApadA'
'Rarely Occuring', 'siYcanam', 'nizecanam', 'raktakandalaH', 'vyADiH', 'saBartfkA'
'Not occuring', 'paNkamaya', 'paNkavat', 'ganDarvaH', 'mAraRam', 'rakzApuruzaH'
' Frequently Occuring', 'hatyA', 'vaDaH', 'Amram', 'darSanajYaH', 'nipA'
'Rarely Occuring', 'arjanam', 'upArjanam', 'rakta', 'yat', 'ugraganDa'
' Frequently Occuring', 'DArA', 'pravAhaH', 'pakzI', 'KadA', 'udDaH'
' Frequently Occuring', 'gopAlakaH', 'gopaH', 'AnUpa', 'avIrA', 'sUrata'
'Not occuring', 'BARqAgArikaH', 'kozWapAlaH', 'mUlakzetram', 'dayAniDi', 'SlezapawwaH'
' Frequently Occuring', 'gopI', 'gopikA', 'saralaH', 'BUmudgakaRaH', 'aSabda'
' Frequently Occuring', 'gopI', 'gopIkA', 'gulucCaH', 'tatsTAne', 'BfS'
' Frequently Occuring', 'suzumnA', 'kUrmaH', 'pARikara', 'kaRwakita', 'lalAwam'
'Not occuring', 'atyAcArI', 'anAcArI', 'grAmapatiH', 'pariSoDanam', 'aparoDaH'
'Not occuring', 'tittiraH', 'cakoraH', 'syand', 'aByAgataH', 'kanyArASiH'
'Rarely Occuring', 'kulInatA', 'aBijAtatA', 'sABimAnam', 'viSlaTita', 'makuzWaH'
' Frequently Occuring', 'utpalam', 'nIrajaH', 'aparAjitA', 'nidrAlu', 'brahmavedaprahartA'
' Frequently Occuring', 'kandaH', 'kandam', 'anizidDa', 'vidyADaraH', 'mAtfkukziH'
' Frequently Occuring', 'sKalitam', 'prakampaH', 'rAjaPalA', 'vfttam', 'visfj'
'Rarely Occuring', 'asTira', 'avyavasTita', 'prakawita', 'cakrI', 'paramataH'
'Rarely Occuring', 'avyavasTA', 'anavasTA', 'baNgaraH', 'pravaRaH', 'nIlikA'
'Not occuring', 'patravAhanam', 'drAkayAnam', 'madayat', 'srAvi', 'piccawam'
'Rarely Occuring', 'rAjAvartaH', 'nfpAvartaH', 'malAkarzI', 'apaguh', 'yojitA'
'Not occuring', 'lAwaH', 'lAwam', 'candramAH', 'AkazaH', 'yAmaGoza'
'Not occuring', 'dravita', 'dravIBUta', 'vErapUrRa', 'va', 'husEnIkAnhaqA'
'Not occuring', 'dravita', 'dravIBUta', 'rAhuH', 'sukIrtiH', 'pracCadapawaH'
'Rarely Occuring', 'aBijYA', 'smftiH', 'udGAwitANga', 'garhaya', 'samAptiH'
'Rarely Occuring', 'paricita', 'aBijYAta', 'nyAyavettA', 'muktahasta', 'boDaH'
' Frequently Occuring', 'parAkramaH', 'sukftakarma', 'saMmil', 'BftyakaH', 'nAsikasAneyI'
'Not occuring', 'sindabAdanAvikaH', 'sindabAdaH', 'buBukzitaH', 'jaladasyuH', 'apariguRWitA'
' Frequently Occuring', 'pASaH', 'pASabanDaH', 'vAlI', 'SAta', 'pavitrasTAnam'
'Not occuring', 'raTASvaH', 'raTavAhaH', 'vizamadfzwi', 'vyavahfta', 'sakAma'
'Not occuring', 'udGozakaH', 'pawahaGozakaH', 'barhiRam', 'apfTaka', 'SlAGita'
'Rarely Occuring', 'AkAraRam', 'samAhvAnam', 'etat', 'aDyAyaH', 'parimARam'
'Rarely Occuring', 'nAgaraH', 'nAgarikaH', 'indrapuzpI', 'bAlAvasTA', 'kIlAlI'
'Rarely Occuring', 'grAmikaH', 'grAmin', 'tamasA', 'nirakzaraH', 'GanIkf'
'Not occuring', 'Avftta', 'punarukta', 'dEvaparA', 'JaYJAvAtaH', 'sADanA'
'Rarely Occuring', 'ullaNGita', 'laNGita', 'samBramaH', 'SakraDanus', 'hAlA'
'Not occuring', 'pralI', 'vilI', 'devaBUyam', 'praSAnta', 'mUrtisevA'
'Not occuring', 'SvAsanalikA', 'kaRWapraRAlI', 'agniH', 'kiriH', 'bfhajjAbAlaH'
'Not occuring', 'asaMyata', 'ucCfNKala', 'drohAwa', 'sEnyADikArI', 'budDakAlInaH'
' Frequently Occuring', 'vakra', 'kuwila', 'Ambi', 'harinmaRiH', 'puzpavanam'
'Not occuring', 'nAmaPalakaH', 'nAmaPalakam', 'Kacara', 'AstaraH', 'kuRqam'
' Frequently Occuring', 'vyAKyAnam', 'prapAWaH', 'rasA', 'Atattvam', 'AyuktaH'
'Rarely Occuring', 'SiTila', 'viprakIrRa', 'vipadgrasta', 'kulikaH', 'atiCatraH'
'Rarely Occuring', 'SiTila', 'virala', 'cOrikA', 'romanTam', 'praDAnakAryAlayaH'
'Not occuring', 'aNkasUciH', 'aNkAnukramaRikA', 'samupAgam', 'AnukUlya', 'saMvatsaraH'
'Not occuring', 'pramatta', 'surAmatta', 'cAturaH', 'maGavA', 'nakzatram'
'Rarely Occuring', 'nAgakesaraH', 'nAgakeSaraH', 'plavaH', 'prOQAvasTA', 'niDApakaH'
'Rarely Occuring', 'sitapuzpaH', 'SaratpuzpaH', 'bahiHsrAvi', 'abadDa', 'pfSniparRI'
'Not occuring', 'anujYAPalakam', 'anumatiPalakam', 'Akfzwa', 'pratyAdeSaya', 'pariBramita'
'Rarely Occuring', 'paraMparAvAdI', 'paraMparAvAdinI', 'AKyAtam', 'jawiH', 'karkawaSfNgI'
'Not occuring', 'nadIkUlam', 'tawam', 'yogaPalam', 'puwita', 'pApamati'
'Not occuring', 'kanizWa', 'kanIyas', 'upanizad', 'jIrakaH', 'gorakzanATaH'
'Not occuring', 'svadeSaSatruH', 'svadeSaGAtakaH', 'bIB', 'AkasmikaBayam', 'jIvadaH'
'Not occuring', 'cozya', 'cozaRIya', 'EndrI', 'tAraH', 'saMyamaH'
'Rarely Occuring', 'cUzaRam', 'cozaRam', 'vIryataH', 'ArADya', 'Bayam'
'Rarely Occuring', 'karakA', 'varzaSilA', 'parIkzakaH', 'upanihita', 'rakta'
'Rarely Occuring', 'deSaBakta', 'rAzwraBakta', 'anaBijYatA', 'niKan', 'avaga'
'Not occuring', 'krIta', 'parikrIta', 'avacayanam', 'brAhmaRI', 'araraH'
'Not occuring', 'leKapatram', 'leKapatrikA', 'kAlocita', 'CalanApara', 'strIjananakoSikA'
'Rarely Occuring', 'racanam', 'saMniveSaH', 'samAsyA', 'sf', 'dOtyam'
'Not occuring', 'leKapatram', 'leKapatrikA', 'mAMsakIlaH', 'aGnyA', 'strERatvam'
' Frequently Occuring', 'SIta', 'jaqa', 'va', 'candraSeKaraH', 'pOrARikakaTAsaNgrahaH'
'Rarely Occuring', 'kuWAraH', 'kuWArI', 'nIlamaRqalaH', 'aSrupUrRa', 'paktrima'
' Frequently Occuring', 'aBijYAnam', 'mAnyatA', 'racayitrI', 'dfQatfRA', 'GarzaRena'
' Frequently Occuring', 'dagDa', 'saMdagDa', 'vicCedaH', 'hijjalavfkzaH', 'dfQa'
'Rarely Occuring', 'grAmADikArI', 'grAmasevakaH', 'meDyA', 'sADuH', 'karparaH'
'Not occuring', 'vAskoqigAmAmahodayaH', 'vAskoqigAmA', 'vAralA', 'duryoDanaH', 'Sa'
'Not occuring', 'aBitfpta', 'vitfpta', 'iNgudI', 'alambuzA', 'sAnandI'
'Rarely Occuring', 'arpaya', 'samarpaya', 'anusanDAnecCA', 'muKam', 'godAraRam'
'Not occuring', 'kAzWatantuH', 'kozakAraH', 'rakzA', 'pavitratarIkf', 'sUkzmajEvikI'
'Not occuring', 'prayojanavatI', 'lakzaRA', 'avamardaya', 'purARoktakAryam', 'suganDaH'
'Not occuring', 'kAbulanadI', 'kAbulA', 'paWanIya', 'vistAraH', 'pAkzikapatrikA'
' Frequently Occuring', 'rakta', 'saNkrAmaRam', 'savikalpaka', 'haMsayozit', 'dvijAtiH'
'Not occuring', 'pAragamanam', 'saNkramaRam', 'vEvarRyam', 'SambUkaH', 'fju'
'Rarely Occuring', 'dehAntaraprAptiH', 'saMsftiH', 'brahma', 'kAmAnDaH', 'candraSeKaraH'
'Not occuring', 'bAlagItam', 'bAlagAnam', 'gfhagoDA', 'kucaPalaH', 'saMviBAz'
'Not occuring', 'kuwwanakarma', 'avahananakarma', 'keSarAjaH', 'amAnuza', 'yAjYasenI'
' Frequently Occuring', 'vAcya', 'aBiDeya', 'yogISvaraH', 'tricatvAriMSattama', 'nAstikat'
' Frequently Occuring', 'pratipAdya', 'aBiDeya', 'kiwwAlaH', 'hrIH', 'Gas'
'Rarely Occuring', 'vAcyArTaH', 'aBiDArTaH', 'GawanAsTAnam', 'barha', 'AsPuraH'
' Frequently Occuring', 'maDura', 'rucira', 'kubudDi', 'brAhmaRaH', 'kAMdiS'
'Not occuring', 'aDavASramaH', 'viDavASramaH', 'rARApratApasiMhaH', 'mInaganDA', 'aBiBaYj'
'Not occuring', 'lokatantrIyaH', 'prajAtantrIyaH', 'upajananam', 'asahanaSIla', 'pASita'
'Not occuring', 'yajYIya', 'yajuzya', 'kiSalayam', 'nyU', 'aDizWita'
'Not occuring', 'vinobABAvemahodayaH', 'AcAryavinobABAve', 'punaruktiH', 'sammAnanIya', 'pUtadruH'
'Not occuring', 'mftyuSaNkA', 'mftaSaNkA', 'ApatkAlaH', 'Alamb', 'Kalu'
' Frequently Occuring', 'nigrahaH', 'avagrahaH', 'upAyanam', 'pUrvokta', 'jinv'
'Rarely Occuring', 'nizkAsita', 'bahizkfta', 'kuwila', 'DA', 'ASIruktiH'
'Not occuring', 'viroDakaH', 'viroDI', 'pAtrakam', 'leKaH', 'purastAt'
'Rarely Occuring', 'akzasUtram', 'japamAlA', 'paraSurAmaH', 'maDurikA', 'aByUzaH'
'Not occuring', 'niHsAra', 'asAra', 'aNgAraH', 'vartma', 'valImuKaH'
'Rarely Occuring', 'asAra', 'anarTa', 'BAzIya', 'gam', 'sASra'
'Not occuring', 'aDikArin', 'niyukta', 'yojanIyA', 'AliTita', 'sama'
'Not occuring', 'vfzwa', 'aBivfzwa', 'sImita', 'devaBUmiH', 'nigUQa'
' Frequently Occuring', 'dAhaH', 'dahanam', 'pulindaH', 'kacCUH', 'camarikaH'
'Not occuring', 'ataHparam', 'ataH', 'prativAdI', 'niSAdi', 'kzAmaH'
' Frequently Occuring', 'druta', 'drutagAmin', 'dohanam', 'prAraB', 'sampfc'
'Not occuring', 'tvarita', 'Atyayika', 'sAntvanA', 'aDvaraH', 'pratimA'
'Rarely Occuring', 'svaritaH', 'svaritam', 'pratyAKyA', 'kaWoratA', 'ramA'
'Not occuring', 'arDanArISvaraH', 'arDanArISaH', 'avyavasTA', 'sUdanam', 'maDuparkaH'
'Rarely Occuring', 'reKAcitram', 'varRanA', 'stanapAyijantuH', 'sambanDaH', 'sektram'
'Not occuring', 'devANganA', 'amarI', 'SAkAhArin', 'SiSupriyaH', 'SAstravettA'
'Rarely Occuring', 'antarvedI', 'antarvediH', 'aYjIram', 'gata', 'sukarAtaH'
'Not occuring', 'rukzatA', 'rukzatvam', 'arucikAraka', 'ikzupatrakaH', 'UrDvam'
'Rarely Occuring', 'kArkaSyam', 'rUkzatA', 'nirudDa', 'Amram', 'rohaH'
'Not occuring', 'tosalaH', 'tosalakaH', 'paryAvaraRa', 'tvaritam', 'apavana'
'Rarely Occuring', 'tozaRam', 'tfptiH', 'katTaka', 'rAzwravAdI', 'SoRam'
'Not occuring', 'santozaya', 'tozaya', 'paryaw', 'samAvAsaH', 'padmarAgam'
'Rarely Occuring', 'unmattA', 'vAtulA', 'saMvedItantram', 'karma', 'hADaka'
'Rarely Occuring', 'aBiyukta', 'aBiSasta', 'nirdawa', 'SrezWapade', 'akftrima'
'Rarely Occuring', 'aBiyuktaH', 'AropI', 'asAtmya', 'GanavAdyam', 'cARqAlI'
'Not occuring', 'vIRAprasevaH', 'prasevakaH', 'vinizkram', 'GarzaRI', 'kapillikA'
'Rarely Occuring', 'nimezaH', 'nimizaH', 'vargIkaraRam', 'pariprepsu', 'prasevakaH'
'Not occuring', 'AtAyI', 'pAjikaH', 'pAdyam', 'SyAmavarRaH', 'parAhata'
'Rarely Occuring', 'kfzRaparRI', 'kfzRamallikA', 'Ozanam', 'satvahIna', 'dAQA'
'Not occuring', 'vaॉSiNgwanaqIsInagaram', 'vASiNgwananagaram', 'viSvagata', 'dAseraH', 'mahAsaNgrAmaH'
'Rarely Occuring', 'senwa', 'jaॉnsanagaram', 'vftAntam', 'bAlaH', 'asti'
'Not occuring', 'boenasa', 'erisanagaram', 'mantrImaRqalam', 'kanyAvratam', 'nirvah'
'Not occuring', 'soPiyAnagaram', 'seraqikAnagaram', 'samacaturastram', 'iyattA', 'BramaRam'
'Not occuring', 'PanAma', 'penhanagaram', 'tapaH', 'sfRIkA', 'yuktaH'
'Not occuring', 'bAnguInagaram', 'bAngInagaram', 'bIjaruhaH', 'darSanapaTaH', 'kapotikA'
'Rarely Occuring', 'putrakandA', 'lakzmaRA', 'cimicimAya', 'karuRA', 'saraH'
'Rarely Occuring', 'putrakandA', 'pucCadA', 'unnataSIla', 'udBrama', 'kitavaH'
'Not occuring', 'vikalANga', 'vyaNgin', 'udDAraH', 'patrAKyam', 'vASram'
'Rarely Occuring', 'KaYjatA', 'paNgutA', 'samyak', 'mAnuza', 'kapikam'
'Not occuring', 'vikalANgatA', 'vikalatA', 'baneSAna', 'duHKamaya', 'aBijYAnam'
'Rarely Occuring', 'sAna', 'hojenagaram', 'paritan', 'mUlam', 'maRqanirhArasTAnam'
'Rarely Occuring', 'vyaNgyacitram', 'citritapawaH', 'anusanDAna', 'avidvezaH', 'upaSAKA'
'Rarely Occuring', 'gvAwemAlA', 'siwInagaram', 'SukapriyA', 'mahOzaDam', 'aparADapUrRatA'
'Rarely Occuring', 'sEna', 'salvAqoranagaram', 'pIqay', 'vAraRaH', 'candrikApAyI'
'Rarely Occuring', 'pAnAmA', 'siwinagaram', 'JAwaH', 'jalASayaH', 'nirluRWanam'
' Frequently Occuring', 'meksiko', 'siwInagaram', 'vismitiH', 'kAlakaRWaH', 'tvazwA'
'Not occuring', 'sEnwo', 'qomiNgonagaram', 'lepaH', 'upAyaH', 'SArkakaH'
'Not occuring', 'porwo', 'novonagaram', 'kOqyaH', 'acala', 'maDurA'
'Not occuring', 'okolehAo', 'madyam', 'uttara', 'apavana', 'dF'
'Not occuring', 'kArqiyalamadyam', 'likyuramadyam', 'saMsfzwa', 'pfzat', 'saMlagnIkf'
'Rarely Occuring', 'alakA', 'alakapraBA', 'purasa', 'uqqayanapaTaH', 'SucikarRika'
'Not occuring', 'Iqenam', 'Iqena', 'arUkza', 'vilaniyasanagaram', 'vilAsaH'
' Frequently Occuring', 'leKyam', 'leKaH', 'Bra', 'ganDavahaH', 'AKyAtam'
'Rarely Occuring', 'trimUrtiH', 'tritayam', 'prapyE', 'lalita', 'kiNkiRAya'
'Not occuring', 'veRikA', 'veRI', 'anAhArin', 'dAsyam', 'Sasyam'
'Rarely Occuring', 'nizkAsita', 'bahizkfta', 'SakyaH', 'vfttam', 'gajAjInam'
'Not occuring', 'BfzwaBakzaka', 'BfzwaBuj', 'AyA', 'viSudDa', 'anavahitam'
'Not occuring', 'BAzAkovidaH', 'SAbdikaH', 'arURaH', 'sKalita', 'sikTam'
'Not occuring', 'prARiSAstrajYaH', 'prARivEjYAnikaH', 'samBAraH', 'dEva', 'aNgAraH'
'Rarely Occuring', 'BUgarBaSAstrajYaH', 'BUtattvajYaH', 'kfzRajIraH', 'jAlam', 'kambojaH'
'Not occuring', 'sAIbAbAH', 'SrIsAIbAbAH', 'PAlaH', 'vikala', 'stavaH'
'Not occuring', 'BftyatA', 'Bftyatvam', 'SucitA', 'BartfdArikA', 'sKalanam'
' Frequently Occuring', 'sara', 'AijAkanyUwanavaryaH', 'vizARuja', 'SoRaH', 'svarRavarRA'
'Rarely Occuring', 'gaRitaSAstrajYaH', 'gaRitavidyAjYaH', 'kazAyaH', 'kabarI', 'svarasampad'
'Rarely Occuring', 'rAmAnujam', 'cidAmbaram', 'AKyAta', 'virahaH', 'avyagra'
'Not occuring', 'satyasAIbAbAH', 'SrIsatyasAIbAbAH', 'saMyuktAkzaram', 'kzip', 'kutra'
'Not occuring', 'sUkzmajIvaSAstram', 'sUkzmajEvikI', 'mahodara', 'pOrRamAsI', 'anuBavin'
'Not occuring', 'Ayas', 'udyacC', 'bukkaBUpatiH', 'durviDaH', 'tarkuwI'
'Not occuring', 'purAtattvaSAstrajYaH', 'purAtanaSAstrajYaH', 'BAgyam', 'puwaH', 'sidDiH'
'Not occuring', 'vikftivijYAnI', 'rogavijYAnI', 'dEtyaguruH', 'suDA', 'prARAtyayaH'
'Not occuring', 'nItiSAstrajYaH', 'nItijYaH', 'varjya', 'kuKyAta', 'raktavawI'
'Not occuring', 'kahirAnagaram', 'kEronagaram', 'saMDyA', 'BraMS', 'mUzaH'
'Not occuring', 'mahAmUlya', 'mahArGa', 'saYkuc', 'kleSaya', 'dantaDAvanaH'
'Not occuring', 'haraRiH', 'praRAlI', 'vastu', 'bADaka', 'sampUraya'
'Rarely Occuring', 'seRwa', 'jArjanagaram', 'upAS', 'apriya', 'sOraBeyaH'
'Not occuring', 'dohadavatI', 'SradDAluH', 'DruvatArA', 'DawaH', 'vAsasTAnam'
'Rarely Occuring', 'SakaH', 'Saka', 'maDuyazwI', 'mUlam', 'tAruRyam'
'Not occuring', 'virAmaGawI', 'kzaRaGawI', 'GawA', 'lipI', 'praSamaya'
'Not occuring', 'SoRaBadraH', 'SoRaH', 'pAkvaSAkaH', 'prakawanam', 'ayAcitvA'
'Not occuring', 'vAstava', 'satya', 'vEBrAjam', 'jAlam', 'brahmavedaprahartA'
'Not occuring', 'ulAna', 'bAwaranagaram', 'tripuravijayaH', 'asurya', 'kzuB'
'Rarely Occuring', 'mahApaTaH', 'rAjamArgaH', 'guruH', 'kodaRqam', 'anya'
'Not occuring', 'kriswoParamahodayaH', 'santa', 'apAWya', 'vaRikaH', 'BUmudgakaRaH'
'Not occuring', 'senwakriswoParadvIpaH', 'senwakIwsadvIpaH', 'sAnandatA', 'Avfta', 'akftA'
' Frequently Occuring', 'kAlikA', 'kAlimA', 'AgantuH', 'dvandvaH', 'vyutkramaRam'
'Rarely Occuring', 'parAgve', 'nadI', 'azwO', 'niScAyaka', 'paliGaH'
'Rarely Occuring', 'sAo', 'womanagaram', 'viparIta', 'bAlA', 'aSrURi'
' Frequently Occuring', 'mahArAjYI', 'vikworiyA', 'pracalAkaH', 'Avitta', 'nyU'
'Rarely Occuring', 'sAo', 'womam', 'vahiScaraH', 'ApInaH', 'nindakaH'
'Not occuring', 'solomana', 'dvIpasamUhaH', 'AyAsaH', 'bfhat', 'pApI'
'Not occuring', 'solomana', 'dvIpasamUhaH', 'candragrahaRam', 'pradAtA', 'prAgapam'
'Not occuring', 'swelinamahodayaH', 'josePaswelinamahodayaH', 'dahanaketanaH', 'sevA', 'sTA'
'Not occuring', 'leninamahodayaH', 'vlAdimIra', 'upadravaH', 'rasaH', 'payasvinI'
'Rarely Occuring', 'tsetse', 'makzikA', 'vimArgaH', 'somalatA', 'BayaNkara'
'Rarely Occuring', 'sUryAvartaH', 'varadA', 'DAnam', 'urojaH', 'navacatvAriMSa'
'Not occuring', 'nirleKanam', 'kzRUH', 'kacaNganam', 'joqa़lA', 'ADiH'
'Not occuring', 'atyADAnam', 'AropaRam', 'nirdizwa', 'antarDA', 'SAntidAyaka'
' Frequently Occuring', 'mADuryam', 'maDuratA', 'devapatnI', 'kawavraRaH', 'anuBU'
'Not occuring', 'sAkzepa', 'avakzepaka', 'vyuta', 'garvavat', 'vyaTA'
'Rarely Occuring', 'karavA', 'matsya', 'nAvI', 'kukkuwaH', 'SAradI'
' Frequently Occuring', 'nirdeSaH', 'ulleKaH', 'parama', 'muKAcCAdanam', 'mastakaSUlaH'
'Not occuring', 'DUmala', 'DUmravarRa', 'rAjyam', 'vAjI', 'uttarA'
'Not occuring', 'zAqavaH', 'KAqavaH', 'parIkz', 'anvayaH', 'sahAH'
' Frequently Occuring', 'asADu', 'viguRa', 'ABIlam', 'bfhatPalaH', 'AmraganDakaH'
'Not occuring', 'Penala', 'Penila', 'sarvatrasattvam', 'gotrI', 'pratiyogitA'
'Not occuring', 'lagnakaH', 'pratiBUH', 'yamalaH', 'atallIna', 'avadoham'
' Frequently Occuring', 'dAra', 'esa', 'harikrAntA', 'awalARwika', 'aBijYAnam'
'Rarely Occuring', 'abU', 'DAbInagaram', 'viSrutaH', 'prAtaHkarma', 'leKakAH'
'Not occuring', 'vAnuAwudeSaH', 'vAnuAwUdeSaH', 'dAsyam', 'kAryakOSalam', 'asAralyam'
'Not occuring', 'praBAvaka', 'pratApin', 'pewikA', 'BfSam', 'agnikaRaH'
' Frequently Occuring', 'saralaH', 'devadAruH', 'gfhapAWaH', 'rac', 'rItiH'
'Not occuring', 'kulaMDara', 'kulanandana', 'koraH', 'mahimAvAn', 'yajYavAwaH'
'Not occuring', 'kulaDaraH', 'kulaDArakaH', 'pratinAdita', 'apraDAna', 'qevisa'
'Rarely Occuring', 'candraSUraH', 'raktarAjI', 'deSahitam', 'vellanI', 'puraskAraH'
'Not occuring', 'colakaH', 'colaH', 'BUgolavidyA', 'viBaNgaH', 'mahAsADvasam'
'Not occuring', 'brijawOnanagaram', 'brijawAunanagaram', 'veSakaH', 'itkawaH', 'satyaM'
'Not occuring', 'brAtislAvAnagaram', 'presabarganagaram', 'devanam', 'somayAgaH', 'mArgadarSakaH'
'Not occuring', 'eqinabarAnagaram', 'eqinabarganagaram', 'upanizad', 'carba', 'sakalenduH'
'Not occuring', 'vilaniyasanagaram', 'vilanAnagaram', 'sTagita', 'BaraRam', 'saNgrah'
'Not occuring', 'wabalIsInagaram', 'tbilisInagaram', 'aSoka', 'jANgulam', 'mocanam'
'Not occuring', 'jaSapuranagaram', 'jaSapuram', 'revatI', 'purohitaH', 'nirmARaSilpam'
'Rarely Occuring', 'upanagaram', 'upaniveSaH', 'vfttam', 'pavaH', 'antarvartin'
'Not occuring', 'viSvAsaGAtin', 'viSvAsaGAtakaH', 'samuccayaH', 'agrahAyaRaH', 'grasta'
'Not occuring', 'dvyAtmaka', 'dviviDa', 'SrIaravindaH', 'prakzuRRa', 'romeSaH'
'Rarely Occuring', 'sANgalI', 'nagaram', 'dvicatvAriMSa', 'kabanDam', 'saYjan'
'Rarely Occuring', 'kalkiH', 'aSvAvatAraH', 'vyAsanadI', 'mAleyA', 'mahABAratam'
'Not occuring', 'nApitaSAlA', 'nApitagfham', 'utsmayaH', 'nUneja', 'ajYa'
'Not occuring', 'vyomasTAlI', 'KasTAlI', 'gaBastiH', 'mAyinI', 'mfzA'
'Rarely Occuring', 'sarvajYatA', 'sarvajYatvam', 'sopAnaSreRiH', 'purAtattvaSAstrajYaH', 'upoQaH'
'Not occuring', 'viSvagata', 'vESvAnara', 'anurAgin', 'BeruRqA', 'KaRqaya'
'Not occuring', 'viButvam', 'vyAptiH', 'nidrAnASaH', 'gorakzaH', 'kruYcA'
'Rarely Occuring', 'bastI', 'jilhApradeSaH', 'kallolaH', 'yaSaHpawahaH', 'svAgatikA'
' Frequently Occuring', 'CedaH', 'tardanam', 'KaqI', 'aBinna', 'pratizWApakaH'
'Not occuring', 'caramABisanDiH', 'antyapratijYA', 'yUTa', 'kzIrajam', 'yugyam'
'Rarely Occuring', 'Patehapura', 'jilhApradeSaH', 'vfta', 'aspazwa', 'kAlAyasam'
'Rarely Occuring', 'rAzwravAdI', 'rAzwravAdinI', 'wiwwiBaH', 'guRaSAlin', 'prastAvanA'
'Rarely Occuring', 'alIgaQa', 'jilhApradeSaH', 'parigfhya', 'AraB', 'aYcalakzetram'
'Not occuring', 'vizamaya', 'vizada', 'hEmanaH', 'SIlavat', 'pravaRatA'
'Not occuring', 'bahirBUta', 'paryaveta', 'hfdgrahaH', 'SatapuzpA', 'asmaraRam'
'Rarely Occuring', 'bAndrA', 'jilhApradeSaH', 'aMSupAtanam', 'caYcuH', 'saMnigrah'
'Not occuring', 'gula', 'abbAsam', 'dErGyam', 'vitAna', 'prAkAraH'
'Not occuring', 'gula', 'ajAyabaH', 'gaReSaBUzaRam', 'sindrakaH', 'nilI'
'Not occuring', 'gula', 'ajAyabam', 'vijanatvam', 'praSAsanam', 'vAkSaktiH'
'Not occuring', 'gula', 'aSarPiH', 'kaTAnakam', 'KarparikA', 'svajanaH'
'Not occuring', 'gula', 'aSarPi', 'dAnavaH', 'vivAdAspada', 'vfkzaSAyikA'
'Rarely Occuring', 'jAYjagIra', 'cAmpAmaRqalam', 'raktANgaH', 'sanAtanakAlaH', 'vipalAy'
'Not occuring', 'anAkarzaka', 'amanohara', 'agnijvAlA', 'vizuvanmaRqalam', 'pravAlaH'
'Not occuring', 'saMkzepaRam', 'saMkzepaH', 'APInasevI', 'kaRWaBUzaRam', 'AgAmi'
'Not occuring', 'saMgrAhakaH', 'saMgrahI', 'nIrada', 'cireRa', 'kfzRamft'
' Frequently Occuring', 'gvAliyara', 'jilhApradeSaH', 'pratigam', 'SAmaka', 'kAkAtuA'
' Frequently Occuring', 'vinAyaka', 'caturTI', 'rakzin', 'anambara', 'gIrlatA'
'Not occuring', 'pannAnagaram', 'pannAnagarI', 'nAdaya', 'upayuj', 'caraRAyuDaH'
'Rarely Occuring', 'pannAmaRqalam', 'pannAjilhA', 'tajikistAnagaRarAjyam', 'karmaRyA', 'suputrikA'
